benchmark,split,candidate,reference,count,candidate_correct,reference_correct,delta_pp,paired_ci95_pp,overall_sparsity_gap_pp,global_sparsity_gap_pp,local_sparsity_gap_pp,within2pp_all_types
aime26,noncalibration24,jl_gaussian_r1_s50,jl_gaussian_r32_s50,24,12.0,12.0,0.0,"[-25.0, 25.0]",-0.5440845247721704,1.1293243392893726,-0.9593396352349459,True
aime26,noncalibration24,jl_gaussian_r1_s50,jl_gaussian_r4_s50,24,12.0,11.0,4.166666666666669,"[-12.5, 20.833333333333336]",-1.0059789727603463,1.7854645070250585,-1.6938626773657872,True
aime26,noncalibration24,jl_gaussian_r1_s50,jl_gaussian_r8_s50,24,12.0,13.0,-4.1666666666666625,"[-20.833333333333336, 12.5]",-0.6619516416695337,2.7917141029120076,-1.5229570874287224,False
aime26,noncalibration24,jl_gaussian_r1_s50,mass_s50,24,12.0,11.0,4.166666666666669,"[-12.5, 20.833333333333336]",-1.4467999474915172,-0.9999644099952132,-1.5564405601759534,True
longbench_v2,calibration6,jl_gaussian_r1_s50,blasst_aggressive_s50,6,1.0,2.0,-16.666666666666664,"[-50.0, 0.0]",2.0091937586216857,1.7614105896179677,3.360385291269141,False
longbench_v2,calibration6,jl_gaussian_r1_s50,blasst_original_s50,6,1.0,1.0,0.0,"[0.0, 0.0]",3.671022958945036,-0.9498641391187723,28.863728113564015,False
longbench_v2,calibration6,jl_gaussian_r1_s50,dense,6,1.0,1.0,0.0,"[0.0, 0.0]",50.955419543524826,50.81566182684022,51.717076905626136,False
longbench_v2,calibration6,jl_gaussian_r1_s50,full_centered_s50,6,1.0,1.0,0.0,"[0.0, 0.0]",-2.0970439673310914,-2.8956916880272243,2.258255062883685,False
longbench_v2,calibration6,jl_gaussian_r1_s50,jl_gaussian_r2_s50,6,1.0,2.0,-16.666666666666664,"[-50.0, 0.0]",0.17895023678586863,0.12752403519460387,0.45948717658655935,True
longbench_v2,calibration6,jl_gaussian_r1_s50,jl_gaussian_r32_s50,6,1.0,2.0,-16.666666666666664,"[-50.0, 0.0]",0.10700326305255192,-0.26064290929278533,2.110773597949833,False
longbench_v2,calibration6,jl_gaussian_r1_s50,jl_gaussian_r8_s50,6,1.0,2.0,-16.666666666666664,"[-50.0, 0.0]",1.3533992128887118,1.247941479523268,1.9280356404914656,True
longbench_v2,calibration6,jl_gaussian_r1_s50,mass_s50,6,1.0,2.0,-16.666666666666664,"[-50.0, 0.0]",0.2421699698226698,-0.13003225255787676,2.271087941279787,False
longbench_v2,calibration6,jl_gaussian_r2_s50,blasst_aggressive_s50,6,2.0,2.0,0.0,"[-50.0, 50.0]",1.830243521835817,1.6338865544233638,2.900898114682582,False
longbench_v2,calibration6,jl_gaussian_r2_s50,blasst_original_s50,6,2.0,1.0,16.666666666666664,"[0.0, 50.0]",3.4920727221591674,-1.0773881743133762,28.404240936977455,False
longbench_v2,calibration6,jl_gaussian_r2_s50,dense,6,2.0,1.0,16.666666666666664,"[0.0, 50.0]",50.77646930673896,50.688137791645616,51.25758972903958,False
longbench_v2,calibration6,jl_gaussian_r2_s50,full_centered_s50,6,2.0,1.0,16.666666666666664,"[0.0, 50.0]",-2.27599420411696,-3.023215723221828,1.7987678862971257,False
longbench_v2,calibration6,jl_gaussian_r2_s50,jl_gaussian_r1_s50,6,2.0,1.0,16.666666666666664,"[0.0, 50.0]",-0.17895023678586863,-0.12752403519460387,-0.45948717658655935,True
longbench_v2,calibration6,jl_gaussian_r2_s50,jl_gaussian_r32_s50,6,2.0,2.0,0.0,"[-50.0, 50.0]",-0.07194697373331671,-0.3881669444873892,1.6512864213632739,True
longbench_v2,calibration6,jl_gaussian_r2_s50,jl_gaussian_r8_s50,6,2.0,2.0,0.0,"[-50.0, 50.0]",1.1744489761028432,1.120417444328664,1.4685484639049062,True
longbench_v2,calibration6,jl_gaussian_r2_s50,mass_s50,6,2.0,2.0,0.0,"[-50.0, 50.0]",0.06321973303680117,-0.25755628775248063,1.8116007646932275,True
longbench_v2,calibration6,jl_gaussian_r8_s50,blasst_aggressive_s50,6,2.0,2.0,0.0,"[0.0, 0.0]",0.6557945457329739,0.5134691100946998,1.4323496507776756,True
longbench_v2,calibration6,jl_gaussian_r8_s50,blasst_original_s50,6,2.0,1.0,16.666666666666664,"[0.0, 50.0]",2.3176237460563245,-2.1978056186420405,26.93569247307255,False
longbench_v2,calibration6,jl_gaussian_r8_s50,dense,6,2.0,1.0,16.666666666666664,"[0.0, 50.0]",49.602020330636115,49.56772034731695,49.78904126513467,False
longbench_v2,calibration6,jl_gaussian_r8_s50,full_centered_s50,6,2.0,1.0,16.666666666666664,"[0.0, 50.0]",-3.4504431802198035,-4.143633167550492,0.33021942239221946,False
longbench_v2,calibration6,jl_gaussian_r8_s50,jl_gaussian_r1_s50,6,2.0,1.0,16.666666666666664,"[0.0, 50.0]",-1.3533992128887118,-1.247941479523268,-1.9280356404914656,True
longbench_v2,calibration6,jl_gaussian_r8_s50,jl_gaussian_r2_s50,6,2.0,2.0,0.0,"[-50.0, 50.0]",-1.1744489761028432,-1.120417444328664,-1.4685484639049062,True
longbench_v2,calibration6,jl_gaussian_r8_s50,jl_gaussian_r32_s50,6,2.0,2.0,0.0,"[0.0, 0.0]",-1.2463959498361599,-1.5085843888160533,0.18273795745836763,True
longbench_v2,calibration6,jl_gaussian_r8_s50,mass_s50,6,2.0,2.0,0.0,"[0.0, 0.0]",-1.111229243066042,-1.3779737320811447,0.3430523007883213,True
longbench_v2,full,jl_gaussian_r1_s50,blasst_aggressive_s50,100,39.0,42.0,-2.9999999999999973,"[-12.0, 6.0]",1.8840810385854334,1.3662688974435733,4.611563424667697,False
longbench_v2,full,jl_gaussian_r1_s50,blasst_original_s50,100,39.0,40.0,-1.0000000000000009,"[-10.0, 8.0]",5.227207392291544,0.5454611472476445,29.717293176132607,False
longbench_v2,full,jl_gaussian_r1_s50,dense,100,39.0,34.0,4.999999999999999,"[-3.0, 13.0]",48.4171974370463,47.55884913383517,52.91498883721438,False
longbench_v2,full,jl_gaussian_r1_s50,full_centered_s50,100,39.0,42.0,-2.9999999999999973,"[-11.0, 5.0]",-0.8896681521771976,-1.6316285018822763,3.009969355826747,False
longbench_v2,full,jl_gaussian_r1_s50,jl_gaussian_r2_s50,100,39.0,43.0,-3.9999999999999982,"[-13.0, 5.0]",0.6401596997760051,0.6634923612090726,0.5395279835877842,True
longbench_v2,full,jl_gaussian_r1_s50,jl_gaussian_r32_s50,100,39.0,38.0,1.0000000000000009,"[-7.000000000000001, 9.0]",1.8497064915226291,1.6905295199228065,2.724110385003653,False
longbench_v2,full,jl_gaussian_r1_s50,jl_gaussian_r8_s50,100,39.0,40.0,-1.0000000000000009,"[-10.0, 8.0]",2.0959770018349477,2.047991951801947,2.355836358216956,False
longbench_v2,full,jl_gaussian_r1_s50,mass_s50,100,39.0,37.0,2.0000000000000018,"[-6.0, 10.0]",-0.20344504242835737,-0.6630980096503702,2.221017093962596,False
longbench_v2,full,jl_gaussian_r2_s50,blasst_aggressive_s50,100,43.0,42.0,1.0000000000000009,"[-6.0, 8.0]",1.2439213388094283,0.7027765362345006,4.0720354410799136,False
longbench_v2,full,jl_gaussian_r2_s50,blasst_original_s50,100,43.0,40.0,2.9999999999999973,"[-3.0, 9.0]",4.587047692515539,-0.11803121396142813,29.177765192544825,False
longbench_v2,full,jl_gaussian_r2_s50,dense,100,43.0,34.0,8.999999999999996,"[2.0, 16.0]",47.77703773727029,46.895356772626094,52.3754608536266,False
longbench_v2,full,jl_gaussian_r2_s50,full_centered_s50,100,43.0,42.0,1.0000000000000009,"[-7.000000000000001, 9.0]",-1.5298278519532027,-2.295120863091349,2.470441372238963,False
longbench_v2,full,jl_gaussian_r2_s50,jl_gaussian_r1_s50,100,43.0,39.0,3.9999999999999982,"[-5.0, 13.0]",-0.6401596997760051,-0.6634923612090726,-0.5395279835877842,True
longbench_v2,full,jl_gaussian_r2_s50,jl_gaussian_r32_s50,100,43.0,38.0,4.999999999999999,"[-4.0, 14.000000000000002]",1.209546791746624,1.027037158713734,2.184582401415869,False
longbench_v2,full,jl_gaussian_r2_s50,jl_gaussian_r8_s50,100,43.0,40.0,2.9999999999999973,"[-5.0, 12.0]",1.4558173020589427,1.3844995905928748,1.816308374629172,True
longbench_v2,full,jl_gaussian_r2_s50,mass_s50,100,43.0,37.0,6.0,"[-2.0, 14.000000000000002]",-0.8436047422043624,-1.3265903708594429,1.681489110374812,True
longbench_v2,full,jl_gaussian_r8_s50,blasst_aggressive_s50,100,40.0,42.0,-1.9999999999999962,"[-9.0, 5.0]",-0.21189596324951432,-0.6817230543583741,2.255727066450741,False
longbench_v2,full,jl_gaussian_r8_s50,blasst_original_s50,100,40.0,40.0,0.0,"[-7.000000000000001, 7.000000000000001]",3.1312303904565963,-1.5025308045543029,27.361456817915652,False
longbench_v2,full,jl_gaussian_r8_s50,dense,100,40.0,34.0,6.0,"[-2.0, 14.000000000000002]",46.321220435211345,45.51085718203322,50.559152478997426,False
longbench_v2,full,jl_gaussian_r8_s50,full_centered_s50,100,40.0,42.0,-1.9999999999999962,"[-9.0, 5.0]",-2.985645154012145,-3.6796204536842234,0.6541329976097909,False
longbench_v2,full,jl_gaussian_r8_s50,jl_gaussian_r1_s50,100,40.0,39.0,1.0000000000000009,"[-8.0, 10.0]",-2.0959770018349477,-2.047991951801947,-2.355836358216956,False
longbench_v2,full,jl_gaussian_r8_s50,jl_gaussian_r2_s50,100,40.0,43.0,-2.9999999999999973,"[-12.0, 5.0]",-1.4558173020589427,-1.3844995905928748,-1.816308374629172,True
longbench_v2,full,jl_gaussian_r8_s50,jl_gaussian_r32_s50,100,40.0,38.0,2.0000000000000018,"[-4.0, 8.0]",-0.2462705103123186,-0.35746243187914084,0.36827402678669685,True
longbench_v2,full,jl_gaussian_r8_s50,mass_s50,100,40.0,37.0,3.0000000000000027,"[-5.0, 11.0]",-2.299422044263305,-2.7110899614523176,-0.13481926425435997,False
longbench_v2,noncalibration94,jl_gaussian_r1_s50,blasst_aggressive_s50,94,38.0,40.0,-2.127659574468088,"[-10.638297872340425, 6.382978723404255]",1.8869272148334837,1.3569239885189932,4.674993730383004,False
longbench_v2,noncalibration94,jl_gaussian_r1_s50,blasst_original_s50,94,38.0,39.0,-1.063829787234044,"[-10.638297872340425, 7.446808510638298]",5.331076041574767,0.650552742402638,29.758671630746214,False
longbench_v2,noncalibration94,jl_gaussian_r1_s50,dense,94,38.0,33.0,5.319148936170209,"[-3.1914893617021276, 13.829787234042554]",48.28433598121188,47.387259633942215,52.9755500854446,False
longbench_v2,noncalibration94,jl_gaussian_r1_s50,full_centered_s50,94,38.0,41.0,-3.191489361702132,"[-11.702127659574469, 5.319148936170213]",-0.8149102713935263,-1.5501136080590838,3.047067448370633,False
longbench_v2,noncalibration94,jl_gaussian_r1_s50,jl_gaussian_r2_s50,94,38.0,41.0,-3.191489361702132,"[-12.76595744680851, 5.319148936170213]",0.6267152533402154,0.6439858109285379,0.5572407777192478,True
longbench_v2,noncalibration94,jl_gaussian_r1_s50,jl_gaussian_r32_s50,94,38.0,36.0,2.1276595744680824,"[-5.319148936170213, 9.574468085106384]",2.0028945489823036,1.8699145379143023,2.747337918336179,False
longbench_v2,noncalibration94,jl_gaussian_r1_s50,jl_gaussian_r8_s50,94,38.0,38.0,0.0,"[-8.51063829787234, 8.51063829787234]",2.137826623318978,2.0939440597106005,2.376876178052334,False
longbench_v2,noncalibration94,jl_gaussian_r1_s50,mass_s50,94,38.0,35.0,3.1914893617021267,"[-5.319148936170213, 11.702127659574469]",-0.24328102354312375,-0.7126564647085276,2.2283557996889414,False
longbench_v2,noncalibration94,jl_gaussian_r2_s50,blasst_aggressive_s50,94,41.0,40.0,1.063829787234044,"[-5.319148936170213, 8.51063829787234]",1.2602119614932683,0.7129381775904553,4.117752952663755,False
longbench_v2,noncalibration94,jl_gaussian_r2_s50,blasst_original_s50,94,41.0,39.0,2.127659574468088,"[-4.25531914893617, 8.51063829787234]",4.704360788234552,0.006566931474100146,29.201430853026967,False
longbench_v2,noncalibration94,jl_gaussian_r2_s50,dense,94,41.0,33.0,8.510638297872342,"[2.127659574468085, 15.957446808510639]",47.65762072787167,46.74327382301367,52.41830930772535,False
longbench_v2,noncalibration94,jl_gaussian_r2_s50,full_centered_s50,94,41.0,41.0,0.0,"[-7.446808510638298, 7.446808510638298]",-1.4416255247337417,-2.194099418987622,2.489826670651385,False
longbench_v2,noncalibration94,jl_gaussian_r2_s50,jl_gaussian_r1_s50,94,41.0,38.0,3.191489361702132,"[-5.319148936170213, 12.76595744680851]",-0.6267152533402154,-0.6439858109285379,-0.5572407777192478,True
longbench_v2,noncalibration94,jl_gaussian_r2_s50,jl_gaussian_r32_s50,94,41.0,36.0,5.319148936170215,"[-3.1914893617021276, 13.829787234042554]",1.3761792956420882,1.2259287269857644,2.190097140616931,False
longbench_v2,noncalibration94,jl_gaussian_r2_s50,jl_gaussian_r8_s50,94,41.0,38.0,3.191489361702132,"[-5.319148936170213, 11.702127659574469]",1.5111113699787626,1.4499582487820628,1.8196354003330861,True
longbench_v2,noncalibration94,jl_gaussian_r2_s50,mass_s50,94,41.0,35.0,6.382978723404259,"[-1.0638297872340425, 14.893617021276595]",-0.8699962768833391,-1.3566422756370655,1.6711150219696935,True
longbench_v2,noncalibration94,jl_gaussian_r8_s50,blasst_aggressive_s50,94,38.0,40.0,-2.127659574468088,"[-9.574468085106384, 5.319148936170213]",-0.2508994084854943,-0.7370200711916075,2.2981175523306696,False
longbench_v2,noncalibration94,jl_gaussian_r8_s50,blasst_original_s50,94,38.0,39.0,-1.063829787234044,"[-7.446808510638298, 5.319148936170213]",3.193249418255789,-1.4433913173079627,27.38179545269388,False
longbench_v2,noncalibration94,jl_gaussian_r8_s50,dense,94,38.0,33.0,5.319148936170209,"[-2.127659574468085, 13.829787234042554]",46.14650935789291,45.29331557423161,50.59867390739227,False
longbench_v2,noncalibration94,jl_gaussian_r8_s50,full_centered_s50,94,38.0,41.0,-3.191489361702132,"[-10.638297872340425, 4.25531914893617]",-2.9527368947125043,-3.6440576677696845,0.6701912703182988,False
longbench_v2,noncalibration94,jl_gaussian_r8_s50,jl_gaussian_r1_s50,94,38.0,38.0,0.0,"[-8.51063829787234, 8.51063829787234]",-2.137826623318978,-2.0939440597106005,-2.376876178052334,False
longbench_v2,noncalibration94,jl_gaussian_r8_s50,jl_gaussian_r2_s50,94,38.0,41.0,-3.191489361702132,"[-11.702127659574469, 5.319148936170213]",-1.5111113699787626,-1.4499582487820628,-1.8196354003330861,True
longbench_v2,noncalibration94,jl_gaussian_r8_s50,jl_gaussian_r32_s50,94,38.0,36.0,2.1276595744680824,"[-4.25531914893617, 8.51063829787234]",-0.13493207433667442,-0.22402952179629843,0.37046174028384504,True
longbench_v2,noncalibration94,jl_gaussian_r8_s50,mass_s50,94,38.0,35.0,3.1914893617021267,"[-5.319148936170213, 11.702127659574469]",-2.3811076468621017,-2.806600524419128,-0.1485203783633926,False
