configuration,mode,k,aggregation,value,scope,order,new_max_protection,oracle_refresh,steps,total_tiles,baseline_kept_tiles,additional_skipped_tiles,additional_physical_sparsity,fraction_of_baseline_kept_removed,maximum_absolute_error,mean_relative_error,worst_mean_row_cosine,minimum_row_cosine,masked_mean_relative_error,visible_mean_relative_error,masked_worst_mean_row_cosine,removed_new_maximum_tiles,first_nonzero_error_step
independent:k8:sum_mixed:0.003:all:score:newmax-none:current_step,independent,8,sum_mixed,0.003,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k8:sum_mixed:0.01:all:score:newmax-none:current_step,independent,8,sum_mixed,0.01,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k8:sum_mixed:0.03:all:score:newmax-none:current_step,independent,8,sum_mixed,0.03,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k8:mean_mixed:1e-06:all:score:newmax-none:current_step,independent,8,mean_mixed,1e-06,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k8:mean_mixed:3e-06:all:score:newmax-none:current_step,independent,8,mean_mixed,3e-06,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k8:mean_mixed:1e-05:all:score:newmax-none:current_step,independent,8,mean_mixed,1e-05,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k8:mean_mixed:3e-05:all:score:newmax-none:current_step,independent,8,mean_mixed,3e-05,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k8:mean_mixed:0.0001:all:score:newmax-none:current_step,independent,8,mean_mixed,0.0001,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k8:mean_mixed:0.0003:all:score:newmax-none:current_step,independent,8,mean_mixed,0.0003,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k8:mean_mixed:0.001:all:score:newmax-none:current_step,independent,8,mean_mixed,0.001,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k8:mean_mixed:0.003:all:score:newmax-none:current_step,independent,8,mean_mixed,0.003,all,score,none,current_step,16,1024,598,8,0.0078125,0.013377926421404682,0.013433926738798618,0.0014544384321197867,0.9999099969863892,0.9984235167503357,0.0014364406233653426,0.0037401621229946613,0.9999216794967651,0,1
independent:k8:mean_mixed:0.01:all:score:newmax-none:current_step,independent,8,mean_mixed,0.01,all,score,none,current_step,16,1024,598,18,0.017578125,0.030100334448160536,0.024103105068206787,0.004543567629298195,0.9997745752334595,0.9950920343399048,0.0025303947768406942,0.009018980024848133,0.9998114109039307,0,1
independent:k8:mean_mixed:0.03:all:score:newmax-none:current_step,independent,8,mean_mixed,0.03,all,score,none,current_step,16,1024,598,41,0.0400390625,0.06856187290969899,0.024103105068206787,0.006972960410166706,0.9997745752334595,0.9950920343399048,0.002465959596520406,0.01146427295589092,0.9998114109039307,3,1
independent:k16:all_max:1e-06:all:score:newmax-none:current_step,independent,16,all_max,1e-06,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k16:all_max:3e-06:all:score:newmax-none:current_step,independent,16,all_max,3e-06,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k16:all_max:1e-05:all:score:newmax-none:current_step,independent,16,all_max,1e-05,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k16:all_max:3e-05:all:score:newmax-none:current_step,independent,16,all_max,3e-05,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k16:all_max:0.0001:all:score:newmax-none:current_step,independent,16,all_max,0.0001,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k16:all_max:0.0003:all:score:newmax-none:current_step,independent,16,all_max,0.0003,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k16:all_max:0.001:all:score:newmax-none:current_step,independent,16,all_max,0.001,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k16:all_max:0.003:all:score:newmax-none:current_step,independent,16,all_max,0.003,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k16:all_max:0.01:all:score:newmax-none:current_step,independent,16,all_max,0.01,all,score,none,current_step,16,1024,598,20,0.01953125,0.033444816053511704,0.009178221225738525,0.005888970597879961,0.9999019503593445,0.9996366500854492,0.0014030882448423654,0.006873917853226885,0.9999687075614929,0,1
independent:k16:all_max:0.03:all:score:newmax-none:current_step,independent,16,all_max,0.03,all,score,none,current_step,16,1024,598,44,0.04296875,0.07357859531772576,0.024652093648910522,0.015074197035573889,0.9994809627532959,0.9950920343399048,0.0030903598526492715,0.01977311535301851,0.9998114109039307,6,1
independent:k16:veto_max:1e-06:all:score:newmax-none:current_step,independent,16,veto_max,1e-06,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k16:veto_max:3e-06:all:score:newmax-none:current_step,independent,16,veto_max,3e-06,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k16:veto_max:1e-05:all:score:newmax-none:current_step,independent,16,veto_max,1e-05,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k16:veto_max:3e-05:all:score:newmax-none:current_step,independent,16,veto_max,3e-05,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k16:veto_max:0.0001:all:score:newmax-none:current_step,independent,16,veto_max,0.0001,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k16:veto_max:0.0003:all:score:newmax-none:current_step,independent,16,veto_max,0.0003,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k16:veto_max:0.001:all:score:newmax-none:current_step,independent,16,veto_max,0.001,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k16:veto_max:0.003:all:score:newmax-none:current_step,independent,16,veto_max,0.003,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k16:veto_max:0.01:all:score:newmax-none:current_step,independent,16,veto_max,0.01,all,score,none,current_step,16,1024,598,21,0.0205078125,0.03511705685618729,0.009178221225738525,0.006481398508185521,0.9999019503593445,0.9996366500854492,0.0014389455609489232,0.007475180405890569,0.9999687075614929,0,1
independent:k16:veto_max:0.03:all:score:newmax-none:current_step,independent,16,veto_max,0.03,all,score,none,current_step,16,1024,598,44,0.04296875,0.07357859531772576,0.024652093648910522,0.015074197035573889,0.9994809627532959,0.9950920343399048,0.0030903598526492715,0.01977311535301851,0.9998114109039307,6,1
independent:k16:masked_max:1e-06:all:score:newmax-none:current_step,independent,16,masked_max,1e-06,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k16:masked_max:3e-06:all:score:newmax-none:current_step,independent,16,masked_max,3e-06,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k16:masked_max:1e-05:all:score:newmax-none:current_step,independent,16,masked_max,1e-05,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k16:masked_max:3e-05:all:score:newmax-none:current_step,independent,16,masked_max,3e-05,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k16:masked_max:0.0001:all:score:newmax-none:current_step,independent,16,masked_max,0.0001,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k16:masked_max:0.0003:all:score:newmax-none:current_step,independent,16,masked_max,0.0003,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k16:masked_max:0.001:all:score:newmax-none:current_step,independent,16,masked_max,0.001,all,score,none,current_step,16,1024,598,2,0.001953125,0.0033444816053511705,0.004932492971420288,0.0011119840200990438,0.9999874830245972,0.9999792575836182,6.752596527803689e-05,0.0011285627842880785,0.9999998807907104,0,6
independent:k16:masked_max:0.003:all:score:newmax-none:current_step,independent,16,masked_max,0.003,all,score,none,current_step,16,1024,598,19,0.0185546875,0.03177257525083612,0.022544682025909424,0.010122066814801656,0.9995639324188232,0.9995092153549194,0.0009048887150129303,0.01066835896926932,0.9999982118606567,0,1
independent:k16:masked_max:0.01:all:score:newmax-none:current_step,independent,16,masked_max,0.01,all,score,none,current_step,16,1024,598,32,0.03125,0.05351170568561873,0.024652093648910522,0.013186268974095583,0.9994809627532959,0.9950920343399048,0.0031099707848625258,0.01788938627578318,0.9998114109039307,0,1
independent:k16:masked_max:0.03:all:score:newmax-none:current_step,independent,16,masked_max,0.03,all,score,none,current_step,16,1024,598,34,0.033203125,0.056856187290969896,0.024652093648910522,0.012902104994282126,0.9994809627532959,0.9950920343399048,0.0030903598526492715,0.01760102331172675,0.9998114109039307,0,1
independent:k16:q90:1e-06:all:score:newmax-none:current_step,independent,16,q90,1e-06,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k16:q90:3e-06:all:score:newmax-none:current_step,independent,16,q90,3e-06,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k16:q90:1e-05:all:score:newmax-none:current_step,independent,16,q90,1e-05,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k16:q90:3e-05:all:score:newmax-none:current_step,independent,16,q90,3e-05,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k16:q90:0.0001:all:score:newmax-none:current_step,independent,16,q90,0.0001,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k16:q90:0.0003:all:score:newmax-none:current_step,independent,16,q90,0.0003,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k16:q90:0.001:all:score:newmax-none:current_step,independent,16,q90,0.001,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k16:q90:0.003:all:score:newmax-none:current_step,independent,16,q90,0.003,all,score,none,current_step,16,1024,598,2,0.001953125,0.0033444816053511705,0.003998597152531147,0.00033475691452622414,0.999994695186615,0.9998565316200256,0.0003286242135800421,0.0011136129032820463,0.999995768070221,0,1
independent:k16:q90:0.01:all:score:newmax-none:current_step,independent,16,q90,0.01,all,score,none,current_step,16,1024,598,29,0.0283203125,0.048494983277591976,0.024103105068206787,0.009217091574100778,0.9997259378433228,0.9950920343399048,0.0028685438737738878,0.0138012268289458,0.9998114109039307,0,1
independent:k16:q90:0.03:all:score:newmax-none:current_step,independent,16,q90,0.03,all,score,none,current_step,16,1024,598,55,0.0537109375,0.09197324414715718,0.024103105068206787,0.013739464811806101,0.9996042251586914,0.9950920343399048,0.0029338587482925504,0.018406577182759065,0.9998114109039307,8,1
independent:k16:q95:1e-06:all:score:newmax-none:current_step,independent,16,q95,1e-06,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k16:q95:3e-06:all:score:newmax-none:current_step,independent,16,q95,3e-06,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k16:q95:1e-05:all:score:newmax-none:current_step,independent,16,q95,1e-05,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k16:q95:3e-05:all:score:newmax-none:current_step,independent,16,q95,3e-05,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k16:q95:0.0001:all:score:newmax-none:current_step,independent,16,q95,0.0001,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k16:q95:0.0003:all:score:newmax-none:current_step,independent,16,q95,0.0003,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k16:q95:0.001:all:score:newmax-none:current_step,independent,16,q95,0.001,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k16:q95:0.003:all:score:newmax-none:current_step,independent,16,q95,0.003,all,score,none,current_step,16,1024,598,2,0.001953125,0.0033444816053511705,0.003998597152531147,0.00033475691452622414,0.999994695186615,0.9998565316200256,0.0003286242135800421,0.0011136129032820463,0.999995768070221,0,1
independent:k16:q95:0.01:all:score:newmax-none:current_step,independent,16,q95,0.01,all,score,none,current_step,16,1024,598,28,0.02734375,0.046822742474916385,0.024103105068206787,0.008569030527723953,0.9997745752334595,0.9950920343399048,0.002825805655447766,0.0131336392078083,0.9998114109039307,0,1
independent:k16:q95:0.03:all:score:newmax-none:current_step,independent,16,q95,0.03,all,score,none,current_step,16,1024,598,52,0.05078125,0.08695652173913043,0.024103105068206787,0.013680846146598924,0.9996042251586914,0.9950920343399048,0.0029338587482925504,0.018347958517551888,0.9998114109039307,6,1
independent:k16:q99:1e-06:all:score:newmax-none:current_step,independent,16,q99,1e-06,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k16:q99:3e-06:all:score:newmax-none:current_step,independent,16,q99,3e-06,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k16:q99:1e-05:all:score:newmax-none:current_step,independent,16,q99,1e-05,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k16:q99:3e-05:all:score:newmax-none:current_step,independent,16,q99,3e-05,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k16:q99:0.0001:all:score:newmax-none:current_step,independent,16,q99,0.0001,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k16:q99:0.0003:all:score:newmax-none:current_step,independent,16,q99,0.0003,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k16:q99:0.001:all:score:newmax-none:current_step,independent,16,q99,0.001,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k16:q99:0.003:all:score:newmax-none:current_step,independent,16,q99,0.003,all,score,none,current_step,16,1024,598,1,0.0009765625,0.0016722408026755853,0.0015961630269885063,0.00015648813860025257,0.9999988675117493,0.9999768733978271,0.00015421977150253952,0.000444570992840454,0.9999990463256836,0,1
independent:k16:q99:0.01:all:score:newmax-none:current_step,independent,16,q99,0.01,all,score,none,current_step,16,1024,598,26,0.025390625,0.043478260869565216,0.024103105068206787,0.007268540532095358,0.9997745752334595,0.9950920343399048,0.0027547127392608672,0.011802610562881455,0.9998114109039307,0,1
independent:k16:q99:0.03:all:score:newmax-none:current_step,independent,16,q99,0.03,all,score,none,current_step,16,1024,598,48,0.046875,0.0802675585284281,0.024103105068206787,0.014502634476230014,0.9995234608650208,0.9950920343399048,0.003028059669304639,0.01919101220119046,0.9998114109039307,6,1
independent:k16:sum_all:1e-06:all:score:newmax-none:current_step,independent,16,sum_all,1e-06,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k16:sum_all:3e-06:all:score:newmax-none:current_step,independent,16,sum_all,3e-06,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k16:sum_all:1e-05:all:score:newmax-none:current_step,independent,16,sum_all,1e-05,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k16:sum_all:3e-05:all:score:newmax-none:current_step,independent,16,sum_all,3e-05,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k16:sum_all:0.0001:all:score:newmax-none:current_step,independent,16,sum_all,0.0001,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k16:sum_all:0.0003:all:score:newmax-none:current_step,independent,16,sum_all,0.0003,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k16:sum_all:0.001:all:score:newmax-none:current_step,independent,16,sum_all,0.001,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k16:sum_all:0.003:all:score:newmax-none:current_step,independent,16,sum_all,0.003,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k16:sum_all:0.01:all:score:newmax-none:current_step,independent,16,sum_all,0.01,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k16:sum_all:0.03:all:score:newmax-none:current_step,independent,16,sum_all,0.03,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k16:mean_all:1e-06:all:score:newmax-none:current_step,independent,16,mean_all,1e-06,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k16:mean_all:3e-06:all:score:newmax-none:current_step,independent,16,mean_all,3e-06,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k16:mean_all:1e-05:all:score:newmax-none:current_step,independent,16,mean_all,1e-05,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k16:mean_all:3e-05:all:score:newmax-none:current_step,independent,16,mean_all,3e-05,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k16:mean_all:0.0001:all:score:newmax-none:current_step,independent,16,mean_all,0.0001,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k16:mean_all:0.0003:all:score:newmax-none:current_step,independent,16,mean_all,0.0003,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k16:mean_all:0.001:all:score:newmax-none:current_step,independent,16,mean_all,0.001,all,score,none,current_step,16,1024,598,0,0.0,0.0,0.0,0.0,1.0,0.9999997019767761,0.0,0.0,0.9999998807907104,0,-1
independent:k16:mean_all:0.003:all:score:newmax-none:current_step,independent,16,mean_all,0.003,all,score,none,current_step,16,1024,598,7,0.0068359375,0.011705685618729096,0.010820905677974224,0.0012525198981165886,0.9999340176582336,0.9989697933197021,0.0012386662419885397,0.0030119435396045446,0.9999415874481201,0,1
independent:k16:mean_all:0.01:all:score:newmax-none:current_step,independent,16,mean_all,0.01,all,score,none,current_step,16,1024,598,31,0.0302734375,0.051839464882943144,0.024103105068206787,0.010752315138233826,0.9996042251586914,0.9950920343399048,0.002965349645819515,0.015394922549603507,0.9998114109039307,0,1
independent:k16:mean_all:0.03:all:score:newmax-none:current_step,independent,16,mean_all,0.03,all,score,none,current_step,16,1024,598,61,0.0595703125,0.1020066889632107,0.024103105068206787,0.013598806093796156,0.9996042251586914,0.9950920343399048,0.0029338587482925504,0.01826591846474912,0.9998114109039307,10,1
independent:k16:sum_masked:1e-06:all:score:newmax-none:current_step,independent,16,sum_masked,1e-06,all,score,none,current_step,16,1024,598,21,0.0205078125,0.03511705685618729,0.007029622793197632,0.002093093302391935,0.999973714351654,0.999966025352478,0.0,0.002093093302391935,0.9999998807907104,12,8
independent:k16:sum_masked:3e-06:all:score:newmax-none:current_step,independent,16,sum_masked,3e-06,all,score,none,current_step,16,1024,598,21,0.0205078125,0.03511705685618729,0.007029622793197632,0.002093093302391935,0.999973714351654,0.999966025352478,0.0,0.002093093302391935,0.9999998807907104,12,8
independent:k16:sum_masked:1e-05:all:score:newmax-none:current_step,independent,16,sum_masked,1e-05,all,score,none,current_step,16,1024,598,21,0.0205078125,0.03511705685618729,0.007029622793197632,0.002093093302391935,0.999973714351654,0.999966025352478,0.0,0.002093093302391935,0.9999998807907104,12,8
independent:k16:sum_masked:3e-05:all:score:newmax-none:current_step,independent,16,sum_masked,3e-05,all,score,none,current_step,16,1024,598,21,0.0205078125,0.03511705685618729,0.007029622793197632,0.002093093302391935,0.999973714351654,0.999966025352478,0.0,0.002093093302391935,0.9999998807907104,12,8
independent:k16:sum_masked:0.0001:all:score:newmax-none:current_step,independent,16,sum_masked,0.0001,all,score,none,current_step,16,1024,598,21,0.0205078125,0.03511705685618729,0.007029622793197632,0.002093093302391935,0.999973714351654,0.999966025352478,0.0,0.002093093302391935,0.9999998807907104,12,8
independent:k16:sum_masked:0.0003:all:score:newmax-none:current_step,independent,16,sum_masked,0.0003,all,score,none,current_step,16,1024,598,21,0.0205078125,0.03511705685618729,0.007029622793197632,0.002093093302391935,0.999973714351654,0.999966025352478,0.0,0.002093093302391935,0.9999998807907104,12,8
independent:k16:sum_masked:0.001:all:score:newmax-none:current_step,independent,16,sum_masked,0.001,all,score,none,current_step,16,1024,598,21,0.0205078125,0.03511705685618729,0.007029622793197632,0.002093093302391935,0.999973714351654,0.999966025352478,0.0,0.002093093302391935,0.9999998807907104,12,8
independent:k16:sum_masked:0.003:all:score:newmax-none:current_step,independent,16,sum_masked,0.003,all,score,none,current_step,16,1024,598,27,0.0263671875,0.0451505016722408,0.012625724077224731,0.00562804641231196,0.999879777431488,0.9998622536659241,0.00022521004575537518,0.005680581853084732,0.9999995231628418,12,6
independent:k16:sum_masked:0.01:all:score:newmax-none:current_step,independent,16,sum_masked,0.01,all,score,none,current_step,16,1024,598,39,0.0380859375,0.06521739130434782,0.022544682025909424,0.011860234728374053,0.9995639324188232,0.9995092153549194,0.0007311736117117107,0.012105284091376234,0.9999982118606567,12,4
independent:k16:sum_masked:0.03:all:score:newmax-none:current_step,independent,16,sum_masked,0.03,all,score,none,current_step,16,1024,598,42,0.041015625,0.07023411371237458,0.024652093648910522,0.012992651732929517,0.9994809627532959,0.9994168281555176,0.0008580602734582499,0.01327612536988454,0.999997615814209,12,4
independent:k16:mean_masked:1e-06:all:score:newmax-none:current_step,independent,16,mean_masked,1e-06,all,score,none,current_step,16,1024,598,21,0.0205078125,0.03511705685618729,0.007029622793197632,0.002093093302391935,0.999973714351654,0.999966025352478,0.0,0.002093093302391935,0.9999998807907104,12,8
independent:k16:mean_masked:3e-06:all:score:newmax-none:current_step,independent,16,mean_masked,3e-06,all,score,none,current_step,16,1024,598,21,0.0205078125,0.03511705685618729,0.007029622793197632,0.002093093302391935,0.999973714351654,0.999966025352478,0.0,0.002093093302391935,0.9999998807907104,12,8
independent:k16:mean_masked:1e-05:all:score:newmax-none:current_step,independent,16,mean_masked,1e-05,all,score,none,current_step,16,1024,598,21,0.0205078125,0.03511705685618729,0.007029622793197632,0.002093093302391935,0.999973714351654,0.999966025352478,0.0,0.002093093302391935,0.9999998807907104,12,8
independent:k16:mean_masked:3e-05:all:score:newmax-none:current_step,independent,16,mean_masked,3e-05,all,score,none,current_step,16,1024,598,21,0.0205078125,0.03511705685618729,0.007029622793197632,0.002093093302391935,0.999973714351654,0.999966025352478,0.0,0.002093093302391935,0.9999998807907104,12,8
independent:k16:mean_masked:0.0001:all:score:newmax-none:current_step,independent,16,mean_masked,0.0001,all,score,none,current_step,16,1024,598,21,0.0205078125,0.03511705685618729,0.007029622793197632,0.002093093302391935,0.999973714351654,0.999966025352478,0.0,0.002093093302391935,0.9999998807907104,12,8
independent:k16:mean_masked:0.0003:all:score:newmax-none:current_step,independent,16,mean_masked,0.0003,all,score,none,current_step,16,1024,598,21,0.0205078125,0.03511705685618729,0.007029622793197632,0.002093093302391935,0.999973714351654,0.999966025352478,0.0,0.002093093302391935,0.9999998807907104,12,8
independent:k16:mean_masked:0.001:all:score:newmax-none:current_step,independent,16,mean_masked,0.001,all,score,none,current_step,16,1024,598,25,0.0244140625,0.04180602006688963,0.007029622793197632,0.004161089142144192,0.999973714351654,0.999966025352478,0.00013366100029088557,0.0042022493507829495,0.9999997615814209,12,5
